Genre,Publication Date,Author,Title,Rating,Ratings Count,Reviews Count,Author Info
GenresFictionGerman LiteratureClassicsLiteratureNovelsLiterary Fiction20th Century ...more,"First published January 1, 1986",Thomas Bernhard,Extinction,4.31,"2,968 ratings",319 reviews,"Thomas Bernhard290 books2,145 followers"
GenresHistorical FictionChristian FictionFictionChristianHistoricalRomanceAdult Fiction ...more,"First published April 1, 1987",Bodie Thoene,A Daughter of Zion,4.40,"3,970 ratings",100 reviews,"Bodie Thoene238 books1,258 followers"
GenresFictionSouthernHistorical FictionHumorHistoricalLiterary FictionComing Of Age ...more,"First published January 1, 1984",Ferrol Sams,The Whisper of the River,4.31,"2,113 ratings",101 reviews,Ferrol Sams20 books122 followers
GenresFantasyYoung AdultFictionMagicHigh FantasyYoung Adult FantasyAdventure ...more,"First published May 1, 1995",Garth Nix,Sabriel,4.17,"210,782 ratings","10,035 reviews",Garth Nix216 books14.4k followers
GenresFictionAdventureThrillerActionMysterySuspenseMystery Thriller ...more,"First published October 26, 1999",Clive Cussler,Atlantis Found,4.02,"28,482 ratings",909 reviews,"Clive Cussler515 books8,087 followers"
GenresFictionHistorical FictionSpanish LiteratureClassicsLiteratureMagical Realism20th Century ...more,"First published January 1, 1962",Alejo Carpentier,El siglo de las luces,4.12,"3,080 ratings",223 reviews,Alejo Carpentier177 books467 followers
GenresFantasyYoung AdultFictionDragonsAdventureRomanceMagic ...more,"First published October 15, 1984",Robin McKinley,The Hero and the Crown,4.21,"53,944 ratings","2,695 reviews","Robin McKinley41 books7,057 followers"
GenresComicsGraphic NovelsFictionAdventureGraphic Novels ComicsComic BookHumor ...more,"First published January 1, 1996",Don Rosa,The Life and Times of Scrooge McDuck,4.68,"4,497 ratings",320 reviews,Don Rosa290 books379 followers
GenresFictionClassicsHistorical FictionLiterary FictionBritish LiteratureArtNovels ...more,"First published January 1, 1980",J.L. Carr,A Month in the Country,4.11,"18,277 ratings","2,650 reviews",J.L. Carr24 books136 followers
GenresWesterns,"First published January 1, 1966",Frederick Manfred,King of Spades,3.82,44 ratings,3 reviews,Frederick Manfred64 books19 followers
GenresMusicBiographyNonfictionBiography MemoirHistoryMemoirRock N Roll ...more,"First published January 1, 1980",Jerry Hopkins,No One Here Gets Out Alive,3.94,"44,581 ratings",939 reviews,Jerry Hopkins74 books34 followers
GenresFictionNovelsLatin American LiteratureLatin AmericanSpanish LiteratureLiteratureClassics ...more,"First published January 1, 1952",Julio Cortázar,Final Exam,3.67,762 ratings,73 reviews,"Julio Cortázar675 books6,541 followers"
GenresFictionFranceFrench LiteratureClassicsLiteraturePoetryArt ...more,"First published January 1, 1926",Louis Aragon,Paris Peasant,3.74,"1,070 ratings",72 reviews,Louis Aragon242 books302 followers
GenresFantasyFictionHumorScience Fiction FantasyDragonsYoung AdultMagic ...more,"First published October 1, 1983",Piers Anthony,Dragon on a Pedestal,3.77,"13,948 ratings",170 reviews,"Piers Anthony359 books4,110 followers"
GenresFictionNovelsContemporaryLiteratureLiterary FictionBooks About BooksThe United States Of America ...more,"First published January 1, 1996",David Markson,Reader’s Block,4.08,"1,502 ratings",210 reviews,David Markson23 books318 followers
GenresFictionClassicsNovelsLiterary FictionLiteratureAmericanNew York ...more,"First published January 1, 1935",John O'Hara,BUtterfield 8,3.57,"2,720 ratings",306 reviews,John O'Hara185 books274 followers
GenresFantasyFictionEpic FantasyHigh FantasyScience Fiction FantasyMagicEpic ...more,"First published October 18, 1992",Raymond E. Feist,The King's Buccaneer,4.07,"25,084 ratings",314 reviews,"Raymond E. Feist308 books8,623 followers"
GenresNonfictionHistoryPoliticsClassicsRacePhilosophyEssays ...more,"First published April 16, 1963",Martin Luther King Jr.,Letter from the Birmingham Jail,4.72,"7,707 ratings",768 reviews,"Martin Luther King Jr.354 books3,234 followers"
GenresFictionClassicsLiteratureAmericanSouthernNovelsMystery ...more,"First published January 1, 1948",William Faulkner,Intruder in the Dust,3.74,"5,911 ratings",538 reviews,"William Faulkner983 books9,672 followers"
GenresHistoryNonfictionRussiaPoliticsJournalismClassicsRussian History ...more,"First published January 1, 1919",John   Reed,Ten Days that Shook the World,3.93,"7,045 ratings",613 reviews,John   Reed54 books131 followers
GenresChildrensPicture BooksClassicsFictionAnimalsFantasyShort Stories ...more,"First published January 1, 1908",Beatrix Potter,The Tale of Jemima Puddle-Duck,4.05,"13,754 ratings",400 reviews,"Beatrix Potter2,917 books2,019 followers"
GenresClassicsFictionAfrican AmericanHistorical FictionRaceSchoolRead For School ...more,"First published January 1, 1928",Nella Larsen,Quicksand,3.72,"7,598 ratings",797 reviews,Nella Larsen30 books570 followers
GenresFictionItalian LiteratureClassicsPlaysItalyNovelsAudiobook ...more,"First published October 13, 1994",Alessandro Baricco,Novecento. Un monologo,4.18,"41,526 ratings","2,950 reviews","Alessandro Baricco89 books3,608 followers"
GenresFictionThriller,"First published January 1, 1995",Gerald Seymour,The Heart of Danger,3.91,260 ratings,24 reviews,Gerald Seymour96 books258 followers
GenresFictionClassicsHistorical FictionLiteratureNovelsAmericanLiterary Fiction ...more,"First published January 1, 1936",John Dos Passos,The Big Money,4.02,"2,830 ratings",209 reviews,John Dos Passos115 books530 followers
GenresFictionJewishClassicsHistorical FictionNobel PrizePolandNovels ...more,"First published January 1, 1950",Isaac Bashevis Singer,The Family Moskat,4.22,"1,769 ratings",179 reviews,Isaac Bashevis Singer465 books999 followers
GenresScience FictionFictionNovelsDystopiaSpeculative FictionScience Fiction FantasyAmerican ...more,"First published January 1, 1985",Philip K. Dick,Radio Free Albemuth,3.81,"6,432 ratings",425 reviews,"Philip K. Dick1,757 books20.7k followers"
GenresFictionChick LitHumorAdult FictionContemporaryWomens FictionBook Club ...more,"First published January 1, 1995",Lorna Landvik,Patty Jane's House of Curl,3.87,"10,511 ratings",676 reviews,Lorna Landvik26 books991 followers
GenresShort StoriesFictionMagical RealismClassicsLiteratureLiterary FictionLatin American ...more,"First published September 1, 1983",Gabriel García Márquez,Collected Stories,4.17,"8,508 ratings",358 reviews,Gabriel García Márquez839 books37.7k followers
GenresFantasyHorrorVampiresFictionHistorical FictionHistoricalParanormal ...more,"First published September 1, 1982",George R.R. Martin,Fevre Dream,3.89,"30,727 ratings","3,114 reviews","George R.R. Martin1,453 books113k followers"
GenresHistorical FictionChristian FictionFictionChristianHistoricalWorld War IIAdult Fiction ...more,"First published October 1, 1991",Bodie Thoene,Warsaw Requiem,4.45,"3,995 ratings",100 reviews,"Bodie Thoene238 books1,258 followers"
GenresSpiritualityBiographyNonfictionPhilosophyReligionAutobiographyMemoir ...more,"First published January 1, 1946",Paramahansa Yogananda,Autobiography of a Yogi,4.24,"66,711 ratings","3,415 reviews","Paramahansa Yogananda700 books1,852 followers"
GenresHistorical FictionFictionHistoricalWarAdventureMilitary FictionAction ...more,"First published January 1, 1992",Bernard Cornwell,Sharpe's Devil,4.12,"7,551 ratings",211 reviews,Bernard Cornwell456 books17.7k followers
GenresWesternsHistory,"First published June 5, 1973",Frederick Manfred,Riders of Judgment,3.86,42 ratings,2 reviews,Frederick Manfred64 books19 followers
GenresFictionContemporaryBritish LiteratureLiterary FictionRomanceLiteratureNovels ...more,"First published January 1, 1991",Julian Barnes,Talking It Over,3.70,"6,336 ratings",467 reviews,"Julian Barnes151 books6,405 followers"
GenresFictionHorrorYoung AdultRomanceGothicDramaThriller ...more,"First published November 10, 1980",V.C. Andrews,Petals on the Wind,3.82,"67,800 ratings","3,231 reviews","V.C. Andrews380 books8,385 followers"
GenresNonfictionHealthReferencePhilosophyCollectionsSpirituality,"First published January 1, 1972",Vishnu-Devananda,The Complete Illustrated Book of Yoga,4.19,324 ratings,26 reviews,Vishnu-Devananda14 books18 followers
GenresHistorical FictionFictionHistoricalMedievalBritish LiteratureFantasyRomance ...more,"First published January 1, 1960",Edith Pargeter,The Heaven Tree Trilogy: The Heaven Tree / The Green Branch / The Scarlet Seed,4.31,"1,099 ratings",124 reviews,Edith Pargeter42 books179 followers
GenresScience FictionRomanceFictionSpace OperaFantasyScience Fiction FantasyHumor ...more,"First published January 1, 1999",Lois McMaster Bujold,A Civil Campaign,4.41,"19,430 ratings","1,002 reviews",Lois McMaster Bujold201 books38.4k followers
GenresPhilosophyNonfictionClassicsPsychologyGerman LiteratureReligionHistory ...more,"First published January 1, 1886",Friedrich Nietzsche,Beyond Good and Evil: Prelude to a Philosophy of the Future,4.02,"98,848 ratings","3,440 reviews","Friedrich Nietzsche3,550 books22.6k followers"
GenresEssaysNonfictionPhilosophyWritingLiteratureAmericanClassics ...more,"First published January 1, 1941",Henry Miller,The Wisdom of the Heart,4.03,631 ratings,41 reviews,"Henry Miller736 books4,863 followers"
GenresHistoryBiographyNonfictionWorld War IIGermanyPoliticsWar ...more,"First published January 1, 1974",Joachim Fest,Hitler,4.23,"2,279 ratings",77 reviews,Joachim Fest55 books85 followers
GenresFictionYoung AdultClassicsHistorical FictionChildrensMiddle GradeAnimals ...more,"First published January 1, 1976",Wilson Rawls,Summer of the Monkeys,4.08,"14,883 ratings","1,237 reviews",Wilson Rawls24 books856 followers
GenresFantasyChildrensFictionShort StoriesClassicsFinnish LiteratureMiddle Grade ...more,"First published January 1, 1962",Tove Jansson,Tales from Moominvalley,4.32,"9,771 ratings",704 reviews,"Tove Jansson771 books3,470 followers"
GenresHistoryNonfictionEuropean HistoryPoliticsWarWorld History19th Century ...more,"First published January 1, 1999",Misha Glenny,"The Balkans: Nationalism, War and the Great Powers 1804 - 1999",4.09,"1,635 ratings",159 reviews,Misha Glenny25 books352 followers
GenresNonfictionHistoryPoliticsPhilosophyTheorySociologyCultural ...more,"First published January 1, 1993",Edward W. Said,Culture and Imperialism,4.18,"5,446 ratings",248 reviews,"Edward W. Said196 books3,725 followers"
GenresMysteryFictionCrimeThrillerMystery ThrillerSuspenseBritish Literature ...more,"First published May 2, 1977",Ruth Rendell,A Judgement in Stone,3.89,"7,533 ratings",643 reviews,"Ruth Rendell465 books1,557 followers"
GenresHistorical FictionChristian FictionFictionChristianHistoricalRomanceAdult Fiction ...more,"First published January 1, 1986",Bodie Thoene,The Gates of Zion,4.30,"4,996 ratings",237 reviews,"Bodie Thoene238 books1,258 followers"
GenresHistoryRussiaShort StoriesNonfictionRussian LiteratureClassicsLiterature ...more,"First published January 1, 1966",Varlam Shalamov,Kolyma Tales,4.36,"7,940 ratings",539 reviews,Varlam Shalamov69 books204 followers
GenresRomanian LiteratureRomaniaFiction,"First published January 1, 1990",Adriana Babeți,Femeia în Roșu: Roman Retro,3.69,231 ratings,11 reviews,Adriana Babeți20 books10 followers
GenresBiographyNonfictionLiteratureClassicsAutobiographyEgyptMemoir ...more,"First published January 1, 1927",طه حسين,الأيام,3.63,"11,435 ratings","1,132 reviews","طه حسين264 books3,665 followers"
GenresScience FictionFictionPost ApocalypticHorrorFantasyDystopiaScience Fiction Fantasy ...more,"First published August 21, 1982",Frank Herbert,The White Plague,3.69,"6,624 ratings",400 reviews,Frank Herbert489 books14.8k followers
GenresScience FictionClassicsFictionFantasyAdventureAudiobookNovels ...more,"First published January 1, 1901",H.G. Wells,The First Men in the Moon,3.65,"17,067 ratings","1,097 reviews","H.G. Wells5,182 books10.3k followers"
GenresMysteryFictionHumorChick LitRomanceCrimeMystery Thriller ...more,"First published July 16, 1999",Janet Evanovich,High Five,4.18,"131,226 ratings","3,065 reviews",Janet Evanovich266 books38.9k followers
GenresFictionScience FictionMysteryAfrican AmericanLiterary FictionNovelsFantasy ...more,"First published January 1, 1999",Colson Whitehead,The Intuitionist,3.63,"15,037 ratings","1,808 reviews",Colson Whitehead36 books17.1k followers
GenresFictionHistorical FictionClassicsLiteratureLiterary FictionNovelsAmerican ...more,"First published January 1, 1937",John P. Marquand,The Late George Apley,3.68,"2,326 ratings",163 reviews,John P. Marquand96 books52 followers
GenresFictionThrillerMysterySuspenseEspionageActionAdventure ...more,"First published February 11, 1986",Robert Ludlum,The Bourne Supremacy,4.11,"179,812 ratings","1,423 reviews","Robert Ludlum513 books4,896 followers"
GenresPicture BooksChildrensFictionClassicsFantasyJuvenileFamily ...more,"First published January 1, 1942",Virginia Lee Burton,The Little House,4.30,"41,604 ratings","1,427 reviews",Virginia Lee Burton37 books203 followers
GenresHorrorFictionThrillerFantasySupernaturalAudiobookSuspense ...more,"First published January 1, 1996",Richard Bachman,The Regulators,3.72,"85,970 ratings","2,237 reviews","Richard Bachman43 books4,274 followers"
GenresFictionYoung AdultHorrorRomanceGothicDramaMystery ...more,"First published January 1, 1986",V.C. Andrews,Dark Angel,3.99,"19,906 ratings",346 reviews,"V.C. Andrews380 books8,385 followers"
GenresFantasyFictionScience FictionShort StoriesQueerSword and SorceryScience Fiction Fantasy ...more,"First published September 1, 1979",Samuel R. Delany,Tales of Nevèrÿon,3.92,"1,596 ratings",160 reviews,"Samuel R. Delany279 books2,078 followers"
GenresHistorical FictionChristian FictionFictionChristianHistoricalWorld War IIRomance ...more,"First published June 1, 1991",Bodie Thoene,Danzig Passage,4.41,"4,936 ratings",115 reviews,"Bodie Thoene238 books1,258 followers"
GenresPlaysClassicsDramaTheatreFictionItalian LiteratureItaly ...more,"First published March 9, 1921",Luigi Pirandello,Six Characters in Search of an Author,3.83,"20,644 ratings",950 reviews,"Luigi Pirandello1,223 books1,310 followers"
GenresPhilosophyNonfictionSciencePsychologyNeuroscienceEssaysArtificial Intelligence ...more,"First published January 1, 1981",Douglas R. Hofstadter,The Mind’s I: Fantasies and Reflections on Self and Soul,4.15,"5,868 ratings",155 reviews,"Douglas R. Hofstadter32 books2,120 followers"
GenresHistorical FictionFictionFranceRomanceWarWorld War IHistorical ...more,"First published September 6, 1991",Sébastien Japrisot,A Very Long Engagement,3.90,"7,396 ratings",670 reviews,Sébastien Japrisot60 books137 followers
GenresFictionShort StoriesItalyFantasyItalian LiteratureFairy TalesFolklore ...more,"First published November 1, 1956",Italo Calvino,Italian Folktales,4.17,"4,280 ratings",276 reviews,"Italo Calvino512 books8,161 followers"
GenresMysteryThrillerCrimeFictionSuspenseMystery ThrillerRomance ...more,"First published June 17, 2000",Alex Kava,A Perfect Evil,4.03,"19,657 ratings",867 reviews,"Alex Kava52 books2,487 followers"
GenresFictionFranceFrench LiteratureClassicsNovelsLiteratureRoman ...more,"First published May 26, 1965",Raymond Queneau,The Blue Flowers,4.04,"2,828 ratings",188 reviews,Raymond Queneau197 books540 followers
GenresScience FictionFictionShort StoriesCollectionsAnthologiesSpeculative FictionScience Fiction Fantasy ...more,"First published January 1, 1956",Arthur C. Clarke,Reach for Tomorrow,3.85,"1,253 ratings",61 reviews,"Arthur C. Clarke1,426 books10.8k followers"
GenresHistorical FictionFictionFantasyHistoricalFranceMedievalClassics ...more,"First published April 25, 1955",Maurice Druon,El rey de hierro,4.07,"20,920 ratings","1,532 reviews",Maurice Druon118 books709 followers
GenresPicture BooksFairy TalesChildrensFictionFantasyClassics,"First published August 1, 1988",Freya Littledale,The Twelve Dancing Princesses: A Folk Tale from the Brothers Grimm,3.50,56 ratings,9 reviews,Freya Littledale37 books7 followers
GenresFictionScience FictionHumorClassicsFilmRussiaLiterature ...more,"First published January 1, 1963",Peter  George,"Dr. Strangelove, or, How I Learned to Stop Worrying and Love the Bomb",3.82,"1,227 ratings",52 reviews,Peter  George10 books15 followers
GenresNonfictionHistoryPoliticsPhilosophyTheoryRaceEssays ...more,"First published January 1, 1950",Aimé Césaire,Discourse on Colonialism,4.43,"6,462 ratings",575 reviews,Aimé Césaire105 books503 followers
GenresNonfictionSociologyHistoryEconomicsPhilosophyPoliticsScience ...more,"First published January 1, 1980",Alvin Toffler,Third Wave,3.96,"2,857 ratings",191 reviews,Alvin Toffler57 books655 followers
GenresFictionJapanJapanese LiteratureClassicsRomanceLiteratureAsia ...more,"First published June 10, 1954",Yukio Mishima,The Sound of Waves,3.77,"20,352 ratings","2,233 reviews","Yukio Mishima449 books7,900 followers"
GenresFantasyChildrensClassicsFictionSwedish LiteratureAdventureScandinavian Literature ...more,"First published January 1, 1954",Astrid Lindgren,"Mio, My Son",4.10,"14,216 ratings",664 reviews,"Astrid Lindgren974 books3,571 followers"
GenresHistorical FictionChristian FictionFictionChristianHistoricalWorld War IIWar ...more,"First published October 31, 1990",Bodie Thoene,Jerusalem Interlude,4.36,"4,930 ratings",137 reviews,"Bodie Thoene238 books1,258 followers"
GenresFictionClassicsIndiaNovelsIndian LiteratureDramaLiterature ...more,"First published September 11, 1929",Bibhutibhushan Bandyopadhyay,Pather Panchali: Song of the Road,4.60,"6,859 ratings",471 reviews,Bibhutibhushan Bandyopadhyay183 books912 followers
GenresFictionClassicsNovelsThrillerMysteryBritish LiteratureLiterature ...more,"First published January 1, 1973",Graham Greene,The Honorary Consul,3.80,"5,232 ratings",397 reviews,"Graham Greene496 books5,503 followers"
GenresFictionClassicsLiteratureGreeceHistorical FictionNovelsHistorical ...more,"First published December 15, 1943",Ilias Venezis,Αιολική γη,4.33,"1,383 ratings",68 reviews,Ilias Venezis33 books82 followers
GenresFictionNovelsClassicsAmericanLiteratureMysteryCrime ...more,"First published January 1, 1994",Charles Bukowski,Pulp,3.67,"40,512 ratings","2,534 reviews",Charles Bukowski714 books28.3k followers
GenresHistorical FictionFictionHistoricalSwedish LiteratureMedievalAdventureScandinavian Literature ...more,"First published January 1, 1998",Jan Guillou,The Road to Jerusalem,4.07,"15,612 ratings",675 reviews,Jan Guillou88 books647 followers
GenresFictionShort StoriesHorrorThrillerAudiobookClassicsCrime ...more,"First published August 27, 1982",Stephen         King,Rita Hayworth and Shawshank Redemption,4.50,"46,485 ratings","3,560 reviews","Stephen         King2,555 books854k followers"
GenresMystery,"First published April 18, 1952",Stanley Ellin,The Key to Nicholas Street,3.69,48 ratings,16 reviews,Stanley Ellin152 books36 followers
GenresPhilosophyNonfictionClassicsGerman LiteraturePsychologyReligionPolitics ...more,"First published January 1, 1901",Friedrich Nietzsche,The Will to Power,4.06,"10,524 ratings",295 reviews,"Friedrich Nietzsche3,550 books22.6k followers"
GenresLinguisticsPhilosophyNonfictionLanguageTheoryFranceSemiotics ...more,"First published January 1, 1916",Ferdinand de Saussure,Course in General Linguistics,3.97,"3,420 ratings",189 reviews,Ferdinand de Saussure55 books218 followers
GenresFictionAustraliaRomanceContemporaryLiterary FictionLiteratureHistorical Fiction ...more,"First published January 1, 1998",Murray Bail,Eucalyptus,3.50,"5,523 ratings",481 reviews,Murray Bail24 books43 followers
GenresFictionThrillerEspionageMysteryCrimeSpy ThrillerNovels ...more,"First published January 1, 1962",Len Deighton,The Ipcress File,3.93,"17,097 ratings",468 reviews,Len Deighton172 books808 followers
GenresFictionClassicsRomanceHistorical FictionHumorBritish Literature20th Century ...more,"First published January 1, 1945",Nancy Mitford,The Pursuit of Love,3.95,"20,357 ratings","1,999 reviews",Nancy Mitford70 books707 followers
GenresFictionContemporaryLiterary FictionNovelsAdult FictionAmericanFamily ...more,"First published August 20, 1991",Anne Tyler,Saint Maybe,3.89,"17,793 ratings",928 reviews,"Anne Tyler95 books7,366 followers"
GenresFictionCrimeNoirMysteryThrillerNovelsPulp ...more,"First published January 1, 1964",Jim Thompson,Pop. 1280,4.05,"11,163 ratings","1,042 reviews","Jim Thompson163 books1,527 followers"
GenresHistorical FictionFictionHistoricalAmerican HistoryAdult FictionAdultDrama ...more,"First published January 1, 1979",John Jakes,The Americans,4.26,"5,137 ratings",126 reviews,John Jakes351 books900 followers
GenresHorrorFictionThrillerSuspenseMysteryMystery ThrillerScience Fiction ...more,"First published January 1, 1982",Leigh Nichols,The House of Thunder,3.84,"22,275 ratings",759 reviews,Leigh Nichols26 books184 followers
GenresFantasyFictionMythologyClassicsShort StoriesLiteratureReference ...more,"First published March 30, 1957",Jorge Luis Borges,The Book of Imaginary Beings,4.05,"9,317 ratings",722 reviews,"Jorge Luis Borges1,837 books13k followers"
GenresPhilosophyNonfictionClassicsEssaysRomaniaFrancePsychology ...more,"First published January 1, 1973",Emil M. Cioran,The Trouble With Being Born,4.10,"9,180 ratings","1,072 reviews","Emil M. Cioran169 books3,955 followers"
GenresPoliticsNonfictionEconomicsTheoryPhilosophyHistoryClassics ...more,"First published April 1, 1917",Vladimir Lenin,Imperialism: The Highest Stage of Capitalism,4.23,"8,094 ratings",589 reviews,"Vladimir Lenin1,839 books1,454 followers"
GenresEconomicsNonfictionPoliticsPhilosophyBusinessFinanceClassics ...more,"First published November 30, 1935",John Maynard Keynes,"The General Theory of Employment, Interest, and Money",3.85,"5,467 ratings",232 reviews,John Maynard Keynes274 books628 followers
GenresFantasyScience FictionFictionMythologyScience Fiction FantasyNovelsSpeculative Fiction ...more,"First published July 1, 1969",Roger Zelazny,Creatures of Light and Darkness,3.94,"4,575 ratings",291 reviews,"Roger Zelazny730 books3,687 followers"
GenresFictionSpiritualityPhilosophyBuddhismFantasyOccultHistorical Fiction ...more,"First published January 1, 1958",Lobsang Rampa,The Third Eye,3.97,"3,972 ratings",306 reviews,Lobsang Rampa76 books200 followers
GenresRomanceHistorical FictionRegencyHistoricalHistorical RomanceFictionRegency Romance ...more,"First published January 1, 1948",Georgette Heyer,The Foundling,3.97,"7,307 ratings",652 reviews,"Georgette Heyer256 books5,063 followers"
GenresHistorical FictionFictionHistoricalSwedish LiteratureScandinavian LiteratureNovelsFantasy ...more,"Published January 1, 2000",Jan Guillou,The Kingdom at the End of the Road,4.08,"4,823 ratings",115 reviews,Jan Guillou88 books647 followers
GenresFictionItalian LiteratureClassicsItalyNovelsComing Of Age20th Century ...more,"First published January 1, 1957",Elsa Morante,L'isola di Arturo,4.02,"12,490 ratings",928 reviews,Elsa Morante50 books525 followers
GenresMusicBiographyNonfictionJazzAutobiographyMemoirHistory ...more,"First published January 1, 1989",Miles Davis,Miles: The Autobiography,4.21,"15,206 ratings",878 reviews,Miles Davis197 books103 followers
GenresFinanceBusinessNonfictionEconomicsMoneyPersonal FinanceSelf Help ...more,"First published January 1, 1949",Benjamin Graham,The Intelligent Investor,4.25,"134,275 ratings","3,602 reviews","Benjamin Graham122 books1,644 followers"
GenresFantasyUrban FantasyFictionScience Fiction FantasyMagicScience FictionEpic Fantasy ...more,"First published January 1, 1998",Terry Brooks,A Knight of the Word,4.06,"15,664 ratings",387 reviews,Terry Brooks410 books77.6k followers
GenresFantasyFictionHumorComedyScience Fiction FantasyPlaysScience Fiction ...more,"First published May 1, 1997",Stephen Briggs,Men at Arms: The Play,4.41,"30,191 ratings",70 reviews,Stephen Briggs102 books83 followers
GenresPicture BooksChildrensFictionAnimalsFamilyRealistic FictionNature ...more,"First published January 1, 1987",Jane Yolen,Owl Moon,4.22,"43,994 ratings","2,580 reviews","Jane Yolen560 books3,109 followers"
GenresFantasyFictionScience FictionLiteratureQueerSword and SorceryLGBT ...more,"First published April 1, 1983",Samuel R. Delany,Neveryóna,4.00,646 ratings,50 reviews,"Samuel R. Delany279 books2,078 followers"
GenresYoung AdultFictionWarDystopiaAustraliaAdventureAction ...more,"First published January 1, 1994",John Marsden,The Dead of Night,4.12,"23,973 ratings",854 reviews,"John Marsden101 books1,908 followers"
GenresYoung AdultFictionWarDystopiaAustraliaAdventureAction ...more,"First published January 1, 1995",John Marsden,A Killing Frost,4.19,"20,747 ratings",715 reviews,"John Marsden101 books1,908 followers"
GenresHistorical FictionChristian FictionFictionChristianHistoricalWorld War IIRomance ...more,"First published October 1, 1989",Bodie Thoene,Prague Counterpoint,4.42,"7,254 ratings",223 reviews,"Bodie Thoene238 books1,258 followers"
GenresFantasyFictionYoung AdultDragonsRomanceHigh FantasyMagic ...more,"First published August 1, 1974",Patricia A. McKillip,The Forgotten Beasts of Eld,4.07,"19,321 ratings","1,986 reviews","Patricia A. McKillip95 books2,708 followers"
GenresHistorical FictionChildrensFictionHistoricalMiddle GradeCivil WarJuvenile ...more,"First published November 1, 1994",Connie Rose Porter,CHANGES FOR ADDY,4.08,"3,643 ratings",87 reviews,Connie Rose Porter32 books95 followers
GenresFantasyMythologyFictionClassicsHistorical FictionArthurianHistorical ...more,"First published January 1, 2002",Evangeline Walton,The Mabinogion Tetralogy,4.22,"1,202 ratings",102 reviews,Evangeline Walton40 books97 followers
GenresPhilosophyNonfictionHistorySexualityTheorySociologyPsychology ...more,"First published January 1, 1984",Michel Foucault,"The History of Sexuality, Volume 2: The Use of Pleasure",4.07,"4,240 ratings",164 reviews,"Michel Foucault686 books5,736 followers"
GenresRomanceFictionChick LitAdultContemporaryDramaContemporary Romance ...more,"First published January 1, 1986",Danielle Steel,The Gift,3.97,"19,272 ratings",797 reviews,Danielle Steel826 books15k followers
GenresPhilosophyClassicsPoetryNonfictionEssaysLiteratureNature ...more,"First published November 15, 1983",Ralph Waldo Emerson,The Essential Writings of Ralph Waldo Emerson,4.36,"3,801 ratings",169 reviews,"Ralph Waldo Emerson3,240 books5,095 followers"
GenresPsychologyNonfictionMemoirMental HealthBiographyMental IllnessBiography Memoir ...more,"First published September 18, 1995",Kay Redfield Jamison,An Unquiet Mind: A Memoir of Moods and Madness,4.06,"80,274 ratings","4,719 reviews","Kay Redfield Jamison35 books1,904 followers"
GenresFictionContemporaryBritish LiteratureNovelsComing Of AgeLGBT20th Century ...more,"First published May 7, 1990",Hanif Kureishi,The Buddha of Suburbia,3.74,"19,413 ratings","1,209 reviews","Hanif Kureishi111 books1,019 followers"
GenresScience FictionFictionFantasyAliensScience Fiction FantasyPost ApocalypticDystopia ...more,"First published May 1, 1987",Octavia E. Butler,Dawn,4.16,"54,203 ratings","5,780 reviews",Octavia E. Butler95 books18.6k followers
GenresChristianChristian LivingTheologyNonfictionChristianityFaithSpirituality ...more,"First published January 1, 1978",Jerry Bridges,The Pursuit of Holiness,4.33,"22,968 ratings",639 reviews,Jerry Bridges116 books605 followers
GenresPoetryScience FictionClassicsFictionSwedish LiteratureNobel PrizeDystopia ...more,"First published January 1, 1956",Harry Martinson,Aniara,3.87,"2,655 ratings",256 reviews,Harry Martinson110 books71 followers
GenresPhilosophyNonfictionJapanJapanese LiteratureBiographyEssaysLiterature ...more,"First published January 1, 1968",Yukio Mishima,Sun & Steel,3.88,"6,075 ratings",717 reviews,"Yukio Mishima449 books7,900 followers"
GenresFantasyFictionUrban FantasyScience Fiction FantasyHorrorMagicScience Fiction ...more,"First published August 19, 1997",Terry Brooks,Running with the Demon,3.98,"29,006 ratings",806 reviews,Terry Brooks410 books77.6k followers
GenresFictionHistorical FictionAsiaHistoricalWarLiteratureWorld War II ...more,"First published January 1, 1978",J.G. Farrell,The Singapore Grip,3.94,"2,198 ratings",291 reviews,J.G. Farrell10 books175 followers
GenresFictionLiterary FictionClassicsNovelsLiteratureArchitectureHistorical Fiction ...more,"First published November 4, 1985",Steve Eddy,"The spire, William Golding : notes",3.59,604 ratings,35 reviews,Steve Eddy78 books1 follower
GenresFictionHistorical FictionClassicsBritish LiteratureNovels20th CenturyWar ...more,"First published January 1, 1981",G.B. Edwards,The Book of Ebenezer Le Page,4.26,"2,034 ratings",396 reviews,G.B. Edwards1 book25 followers
GenresPhilosophyNonfictionTheorySociologyPoliticsHistoryGerman Literature ...more,"First published January 1, 1947",Theodor W. Adorno,Dialectic of Enlightenment: Philosophical Fragments,4.11,"7,588 ratings",376 reviews,"Theodor W. Adorno570 books1,252 followers"
GenresMysteryHumorFictionCrimeComedyThrillerAdventure ...more,"First published January 1, 1990",Donald E. Westlake,Drowned Hopes,4.14,"1,719 ratings",144 reviews,Donald E. Westlake405 books877 followers
GenresClassicsFictionFantasyAdventureAnimalsRomanceLiterature ...more,"First published January 1, 1995",Edgar Rice Burroughs,Tarzan of the Apes/The Return of Tarzan,4.10,344 ratings,24 reviews,"Edgar Rice Burroughs2,865 books2,630 followers"
